Location,Country,Region/City,Disease,Species,Feed Language,HealthMap Alert ID,URL,URL,Issue Date,Alert Tag,New SC,New SD,New CC,New CD,SC,SD,CC,CD,RO,Feed Name,Report Source - Primary,Secondary Report Source
Liberia,Liberia,NA,Ebola,Humans,NA,3399384,"PRO/AH/EDR> Ebola update (74): WHO data, Guinea, susp. vaccine, funding",http://promedmail.org/direct.php?id=20150531.3399384,5/31/15 22:41,No Tag,NA,NA,NA,NA,10666,4806,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3399384,"PRO/AH/EDR> Ebola update (74): WHO data, Guinea, susp. vaccine, funding",http://promedmail.org/direct.php?id=20150531.3399384,5/31/15 22:41,No Tag,NA,NA,NA,NA,12745,3911,8614,3545,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3407945,"PRO/AH/EDR> Ebola update (75): WHO, Liberia, Sierra Leone, susp",http://promedmail.org/direct.php?id=20150603.3407945,6/3/15 17:24,No Tag,13,NA,NA,NA,3652,2429,3223,2010,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3407945,"PRO/AH/EDR> Ebola update (75): WHO, Liberia, Sierra Leone, susp",http://promedmail.org/direct.php?id=20150603.3407945,6/3/15 17:24,No Tag,NA,NA,NA,NA,10666,4806,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3407945,"PRO/AH/EDR> Ebola update (75): WHO, Liberia, Sierra Leone, susp",http://promedmail.org/direct.php?id=20150603.3407945,6/3/15 17:24,No Tag,12,NA,NA,NA,12827,3912,8620,3546,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3416971,"PRO/AH/EDR> Ebola update (76): WHO update, data, guinea, response",http://promedmail.org/direct.php?id=20150608.3416971,6/8/15 4:4,No Tag,NA,NA,NA,NA,3664,2431,3228,2012,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3416971,"PRO/AH/EDR> Ebola update (76): WHO update, data, guinea, response",http://promedmail.org/direct.php?id=20150608.3416971,6/8/15 4:4,No Tag,NA,NA,NA,NA,10666,4806,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3416971,"PRO/AH/EDR> Ebola update (76): WHO update, data, guinea, response",http://promedmail.org/direct.php?id=20150608.3416971,6/8/15 4:4,No Tag,NA,NA,NA,NA,12859,3912,8624,3546,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3427142,"PRO/AH/EDR> Ebola update (77): WHO update, susp, research, vaccine, funding",http://promedmail.org/direct.php?id=20150610.3427142,6/10/15 21:27,No Tag,16,NA,NA,NA,3670,2437,3239,2018,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3427142,"PRO/AH/EDR> Ebola update (77): WHO update, susp, research, vaccine, funding",http://promedmail.org/direct.php?id=20150610.3427142,6/10/15 21:27,No Tag,NA,NA,NA,NA,10666,4806,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3427142,"PRO/AH/EDR> Ebola update (77): WHO update, susp, research, vaccine, funding",http://promedmail.org/direct.php?id=20150610.3427142,6/10/15 21:27,No Tag,15,NA,NA,NA,12901,3915,8635,3549,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3445572,"PRO/AH/EDR> Ebola update (79): WHO update, Liberia guidelines, susp, research, vacc, funding",http://promedmail.org/direct.php?id=20150617.3445572,6/17/15 20:30,No Tag,10,NA,NA,NA,3674,2444,3245,2025,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3445572,"PRO/AH/EDR> Ebola update (79): WHO update, Liberia guidelines, susp, research, vacc, funding",http://promedmail.org/direct.php?id=20150617.3445572,6/17/15 20:30,No Tag,NA,NA,NA,NA,10666,4806,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3445572,"PRO/AH/EDR> Ebola update (79): WHO update, Liberia guidelines, susp, research, vacc, funding",http://promedmail.org/direct.php?id=20150617.3445572,6/17/15 20:30,No Tag,14,NA,NA,NA,12965,3919,8649,3553,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3473496,"PRO/AH/EDR> Ebola update (83): Liberia, back 1 month 20 days after 'free' declaration, alert",http://promedmail.org/direct.php?id=20150630.3473496,6/30/15 3:3,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Liberia,Liberia,NA,Ebola,Humans,NA,3478027,"PRO/AH/EDR> Ebola update (84): Liberia 2nd new case, WHO update, HHS centers, susp. funding",http://promedmail.org/direct.php?id=20150701.3478027,7/1/15 20:59,No Tag,1,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,AP [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3478027,"PRO/AH/EDR> Ebola update (84): Liberia 2nd new case, WHO update, HHS centers, susp. funding",http://promedmail.org/direct.php?id=20150701.3478027,7/1/15 20:59,No Tag,NA,NA,2,NA,NA,NA,NA,NA,NA,ProMED Mail,Guardian [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3478027,"PRO/AH/EDR> Ebola update (84): Liberia 2nd new case, WHO update, HHS centers, susp. funding",http://promedmail.org/direct.php?id=20150701.3478027,7/1/15 20:59,No Tag,NA,NA,NA,NA,3729,2482,3269,2039,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3478027,"PRO/AH/EDR> Ebola update (84): Liberia 2nd new case, WHO update, HHS centers, susp. funding",http://promedmail.org/direct.php?id=20150701.3478027,7/1/15 20:59,No Tag,NA,NA,NA,NA,10669,4806,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3478027,"PRO/AH/EDR> Ebola update (84): Liberia 2nd new case, WHO update, HHS centers, susp. funding",http://promedmail.org/direct.php?id=20150701.3478027,7/1/15 20:59,No Tag,NA,NA,NA,NA,13119,3932,8665,3566,NA,ProMED Mail,WHO [edited],NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,3478027,"PRO/AH/EDR> Ebola update (84): Liberia 2nd new case, WHO update, HHS centers, susp. funding",http://promedmail.org/direct.php?id=20150701.3478027,7/1/15 20:59,No Tag,NA,NA,NA,NA,27514,11220,15085,NA,NA,ProMED Mail,WHO [edited],NA
"Province de Bandundu, DR Congo",DR Congo,NA,Ebola,Humans,NA,3480760,"PRO/AH/EDR> Ebola virus disease - Congo DR: (BN) susp, RFI",http://promedmail.org/direct.php?id=20150702.3480760,7/2/15 17:19,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3487558,"PRO/AH/EDR> Ebola update (85): WHO update, ECDC, WHO statement, susp. research",http://promedmail.org/direct.php?id=20150705.3487558,7/5/15 21:4,No Tag,NA,NA,NA,NA,3750,2492,3279,2042,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3487558,"PRO/AH/EDR> Ebola update (85): WHO update, ECDC, WHO statement, susp. research",http://promedmail.org/direct.php?id=20150705.3487558,7/5/15 21:4,No Tag,NA,NA,NA,NA,10706,4811,3154,1,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3487558,"PRO/AH/EDR> Ebola update (85): WHO update, ECDC, WHO statement, susp. research",http://promedmail.org/direct.php?id=20150705.3487558,7/5/15 21:4,No Tag,NA,NA,NA,NA,13135,3935,8671,3569,NA,ProMED Mail,WHO [edited],NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,3487558,"PRO/AH/EDR> Ebola update (85): WHO update, ECDC, WHO statement, susp. research",http://promedmail.org/direct.php?id=20150705.3487558,7/5/15 21:4,No Tag,NA,NA,NA,NA,27591,11238,15104,NA,NA,ProMED Mail,WHO [edited],NA
"Bandundu, Democratic Republic of the Congo",DR Congo,NA,Ebola,Humans,NA,3488956,PRO/AH/EDR> Ebola virus disease - Congo DR (02): (BN) NOT,http://promedmail.org/direct.php?id=20150706.3488956,7/6/15 9:51,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3505575,"PRO/AH/EDR> Ebola update (87): WHO update, prevention, Liberia, susp.",http://promedmail.org/direct.php?id=20150712.3505575,7/12/15 19:52,No Tag,NA,NA,NA,NA,3751,2505,3293,2055,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3505575,"PRO/AH/EDR> Ebola update (87): WHO update, prevention, Liberia, susp.",http://promedmail.org/direct.php?id=20150712.3505575,7/12/15 19:52,No Tag,NA,NA,NA,NA,10672,4807,3156,1,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3505575,"PRO/AH/EDR> Ebola update (87): WHO update, prevention, Liberia, susp.",http://promedmail.org/direct.php?id=20150712.3505575,7/12/15 19:52,No Tag,NA,NA,NA,NA,13177,3941,8676,3575,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3513604,"PRO/AH/EDR> Ebola update (88): WHO, UNHRD, UNMEER, susp. vaccine, research, funding",http://promedmail.org/direct.php?id=20150715.3513604,7/15/15 21:35,No Tag,NA,NA,13,NA,3760,2506,3300,2056,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3513604,"PRO/AH/EDR> Ebola update (88): WHO, UNHRD, UNMEER, susp. vaccine, research, funding",http://promedmail.org/direct.php?id=20150715.3513604,7/15/15 21:35,No Tag,NA,NA,3,NA,10673,4808,3153,2,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3513604,"PRO/AH/EDR> Ebola update (88): WHO, UNHRD, UNMEER, susp. vaccine, research, funding",http://promedmail.org/direct.php?id=20150715.3513604,7/15/15 21:35,No Tag,NA,NA,14,NA,13209,3947,8688,3581,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3521606,"PRO/AH/EDR> Ebola update (89): WHO, epidemiology, susp. vaccine, research, funding",http://promedmail.org/direct.php?id=20150719.3521606,7/19/15 20:23,No Tag,NA,NA,NA,NA,3770,2509,3310,2059,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3521606,"PRO/AH/EDR> Ebola update (89): WHO, epidemiology, susp. vaccine, research, funding",http://promedmail.org/direct.php?id=20150719.3521606,7/19/15 20:23,No Tag,NA,NA,NA,NA,10673,4808,3157,2,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3521606,"PRO/AH/EDR> Ebola update (89): WHO, epidemiology, susp. vaccine, research, funding",http://promedmail.org/direct.php?id=20150719.3521606,7/19/15 20:23,No Tag,NA,NA,NA,NA,13209,3947,8688,3581,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3537629,"PRO/AH/EDR> Ebola update (91): WHO, case definition, susp, vaccine, research, funding",http://promedmail.org/direct.php?id=20150726.3537629,7/26/15 20:12,No Tag,NA,NA,NA,NA,3787,2517,3325,2066,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3537629,"PRO/AH/EDR> Ebola update (91): WHO, case definition, susp, vaccine, research, funding",http://promedmail.org/direct.php?id=20150726.3537629,7/26/15 20:12,No Tag,NA,NA,NA,NA,10673,4808,3157,2,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3537629,"PRO/AH/EDR> Ebola update (91): WHO, case definition, susp, vaccine, research, funding",http://promedmail.org/direct.php?id=20150726.3537629,7/26/15 20:12,No Tag,NA,NA,NA,NA,13264,3949,8693,3583,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3546144,"PRO/AH/EDR> Ebola update (92): WHO update, susp, vaccine, research, funding",http://promedmail.org/direct.php?id=20150729.3546144,7/29/15 21:47,No Tag,NA,NA,4,NA,3786,2520,3326,2069,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3546144,"PRO/AH/EDR> Ebola update (92): WHO update, susp, vaccine, research, funding",http://promedmail.org/direct.php?id=20150729.3546144,7/29/15 21:47,No Tag,NA,NA,NA,NA,10672,4808,3157,2,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3546144,"PRO/AH/EDR> Ebola update (92): WHO update, susp, vaccine, research, funding",http://promedmail.org/direct.php?id=20150729.3546144,7/29/15 21:47,No Tag,NA,NA,3,NA,13290,3951,8694,3585,NA,ProMED Mail,WHO [edited],NA
Philippines,Philippines,NA,Ebola,Bats,NA,3548017,PRO/AH> Reston virus - Philippines: bat,http://promedmail.org/direct.php?id=20150730.3548017,7/30/15 16:2,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3552116,PRO/AH/EDR> Ebola update (93): positive vaccine trial results,http://promedmail.org/direct.php?id=20150801.3552116,8/1/15 15:58,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3567970,"PRO/AH/EDR> Ebola update (96): WHO update, post-Ebola syndrome, vaccine, research",http://promedmail.org/direct.php?id=20150809.3567970,8/9/15 19:59,No Tag,NA,NA,NA,NA,3795,2524,3329,2072,NA,ProMED Mail,"Gregory Hartl [tweet, edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,3567970,"PRO/AH/EDR> Ebola update (96): WHO update, post-Ebola syndrome, vaccine, research",http://promedmail.org/direct.php?id=20150809.3567970,8/9/15 19:59,No Tag,NA,NA,NA,NA,10672,4808,3157,2,NA,ProMED Mail,"Gregory Hartl [tweet, edited]",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3567970,"PRO/AH/EDR> Ebola update (96): WHO update, post-Ebola syndrome, vaccine, research",http://promedmail.org/direct.php?id=20150809.3567970,8/9/15 19:59,No Tag,NA,NA,NA,NA,13428,3951,8696,3585,NA,ProMED Mail,"Gregory Hartl [tweet, edited]",NA
Guinea,Guinea,NA,Ebola,Humans,NA,3574832,"PRO/AH/EDR> Ebola update (97): WHO update, control, survivors, vaccine, research",http://promedmail.org/direct.php?id=20150813.3574832,8/13/15 3:48,No Tag,NA,NA,2,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3574832,"PRO/AH/EDR> Ebola update (97): WHO update, control, survivors, vaccine, research",http://promedmail.org/direct.php?id=20150813.3574832,8/13/15 3:48,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3581177,"PRO/AH/EDR> Ebola update (98): WHO, susp, control, funding",http://promedmail.org/direct.php?id=20150816.3581177,8/16/15 7:23,No Tag,NA,NA,NA,NA,3791,2524,3330,2072,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3581177,"PRO/AH/EDR> Ebola update (98): WHO, susp, control, funding",http://promedmail.org/direct.php?id=20150816.3581177,8/16/15 7:23,No Tag,NA,NA,NA,NA,10672,4808,3157,2,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3581177,"PRO/AH/EDR> Ebola update (98): WHO, susp, control, funding",http://promedmail.org/direct.php?id=20150816.3581177,8/16/15 7:23,No Tag,NA,NA,NA,NA,13485,3952,8697,3586,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3590045,"PRO/AH/EDR> Ebola update (99): Liberia crisis, S.Leone, WHO, susp. control, vaccine, funding",http://promedmail.org/direct.php?id=20150820.3590045,8/20/15 0:38,No Tag,NA,NA,3,NA,3786,2524,3332,2072,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3590045,"PRO/AH/EDR> Ebola update (99): Liberia crisis, S.Leone, WHO, susp. control, vaccine, funding",http://promedmail.org/direct.php?id=20150820.3590045,8/20/15 0:38,No Tag,NA,NA,NA,NA,10678,4810,3157,2,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3590045,"PRO/AH/EDR> Ebola update (99): Liberia crisis, S.Leone, WHO, susp. control, vaccine, funding",http://promedmail.org/direct.php?id=20150820.3590045,8/20/15 0:38,No Tag,NA,NA,NA,NA,13494,3952,8697,3586,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3591319,"PRO/AH/EDR> Ebola update (99): Liberia crisis, S.Leone, WHO, susp, control: corr",http://promedmail.org/direct.php?id=20150820.3591319,8/20/15 14:53,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3597408,"PRO/AH/EDR> Ebola update (100): WHO, CIDRAP, susp. NGO, technology, funding",http://promedmail.org/direct.php?id=20150823.3597408,8/23/15 23:7,No Tag,NA,NA,NA,NA,3786,2526,3334,2074,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3597408,"PRO/AH/EDR> Ebola update (100): WHO, CIDRAP, susp. NGO, technology, funding",http://promedmail.org/direct.php?id=20150823.3597408,8/23/15 23:7,No Tag,NA,NA,NA,NA,10678,4810,3157,2,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3597408,"PRO/AH/EDR> Ebola update (100): WHO, CIDRAP, susp. NGO, technology, funding",http://promedmail.org/direct.php?id=20150823.3597408,8/23/15 23:7,No Tag,NA,NA,NA,NA,13533,3952,8697,3586,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3604518,"PRO/AH/EDR> Ebola update (101): WHO update, susp. NGO, vaccines, funding",http://promedmail.org/direct.php?id=20150826.3604518,8/26/15 20:56,No Tag,NA,NA,3,NA,3792,2527,3335,2075,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3604518,"PRO/AH/EDR> Ebola update (101): WHO update, susp. NGO, vaccines, funding",http://promedmail.org/direct.php?id=20150826.3604518,8/26/15 20:56,No Tag,NA,NA,NA,NA,10678,4810,3157,2,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3604518,"PRO/AH/EDR> Ebola update (101): WHO update, susp. NGO, vaccines, funding",http://promedmail.org/direct.php?id=20150826.3604518,8/26/15 20:56,No Tag,NA,NA,NA,NA,13541,3952,8697,3586,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Sierra Leone,Sierra Leone,Kambia District,Ebola,Humans,NA,3612222,"PRO/AH/EDR> Ebola update (102): Sierra Leone suspected death, WHO, CDC PPE, vaccine, dog",http://promedmail.org/direct.php?id=20150830.3612222,8/30/15 19:34,No Tag,NA,NA,NA,1,NA,NA,NA,NA,NA,ProMED Mail,Reuters [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3612222,"PRO/AH/EDR> Ebola update (102): Sierra Leone suspected death, WHO, CDC PPE, vaccine, dog",http://promedmail.org/direct.php?id=20150830.3612222,8/30/15 19:34,No Tag,NA,NA,NA,NA,3797,2528,3336,2076,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3612222,"PRO/AH/EDR> Ebola update (102): Sierra Leone suspected death, WHO, CDC PPE, vaccine, dog",http://promedmail.org/direct.php?id=20150830.3612222,8/30/15 19:34,No Tag,NA,NA,NA,NA,10678,4810,3157,2,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3612222,"PRO/AH/EDR> Ebola update (102): Sierra Leone suspected death, WHO, CDC PPE, vaccine, dog",http://promedmail.org/direct.php?id=20150830.3612222,8/30/15 19:34,No Tag,NA,NA,NA,NA,13586,3952,8697,3586,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Uganda,Uganda,NA,Ebola,Pigs,NA,3618380,"PRO/AH> Ebolavirus, animal - Uganda (02): porcine, epidemiological assessment, RFI",http://promedmail.org/direct.php?id=20150904.3618380,9/4/15 15:40,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3619530,"PRO/AH/EDR> Ebola update (103): WHO update, susp. NGO, vaccine, funding",http://promedmail.org/direct.php?id=20150902.3619530,9/2/15 18:50,No Tag,NA,NA,2,NA,3792,2529,3337,2077,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3619530,"PRO/AH/EDR> Ebola update (103): WHO update, susp. NGO, vaccine, funding",http://promedmail.org/direct.php?id=20150902.3619530,9/2/15 18:50,No Tag,NA,NA,NA,NA,10672,4808,3157,2,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3619530,"PRO/AH/EDR> Ebola update (103): WHO update, susp. NGO, vaccine, funding",http://promedmail.org/direct.php?id=20150902.3619530,9/2/15 18:50,No Tag,NA,NA,1,NA,13609,3953,8698,3587,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Uganda,Uganda,NA,Ebola,Non-human animal,NA,3625618,"PRO/AH/EDR> Ebolavirus, animal - Uganda (03): porcine, epidemiological assessment",http://promedmail.org/direct.php?id=20150908.3625618,9/8/15 5:2,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3628161,"PRO/AH/EDR> Ebola update (104): WHO, Liberia, susp. funding, research",http://promedmail.org/direct.php?id=20150906.3628161,9/6/15 18:58,No Tag,NA,NA,NA,NA,3792,2529,3338,2077,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3628161,"PRO/AH/EDR> Ebola update (104): WHO, Liberia, susp. funding, research",http://promedmail.org/direct.php?id=20150906.3628161,9/6/15 18:58,No Tag,NA,NA,NA,NA,10672,4808,3157,2,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3628161,"PRO/AH/EDR> Ebola update (104): WHO, Liberia, susp. funding, research",http://promedmail.org/direct.php?id=20150906.3628161,9/6/15 18:58,No Tag,NA,NA,NA,NA,13639,3953,8698,3587,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Philippines,Philippines,NA,Ebola,Monkeys,NA,3629141,PRO/AH/EDR> Reston virus - Philippines (02): monkeys,http://promedmail.org/direct.php?id=20150907.3629141,9/7/15 19:37,Warning,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,"Kambia, Northern Province,",Ebola,Humans,NA,3630232,"PRO/AH/EDR> Ebola update (105): Sierra Leone, new case",http://promedmail.org/direct.php?id=20150907.3630232,9/7/15 19:54,Breaking,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,Yahoo News [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3642809,"PRO/AH/EDR> Ebola update (107): WHO, Sierra Leone case, susp. NGO, funding, research",http://promedmail.org/direct.php?id=20150913.3642809,9/13/15 19:17,No Tag,NA,NA,NA,NA,3791,2530,3338,2078,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3642809,"PRO/AH/EDR> Ebola update (107): WHO, Sierra Leone case, susp. NGO, funding, research",http://promedmail.org/direct.php?id=20150913.3642809,9/13/15 19:17,No Tag,NA,NA,NA,NA,10672,4808,3157,2,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3642809,"PRO/AH/EDR> Ebola update (107): WHO, Sierra Leone case, susp. NGO, funding, research",http://promedmail.org/direct.php?id=20150913.3642809,9/13/15 19:17,No Tag,NA,NA,1,NA,13701,3953,8703,3587,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3650548,"PRO/AH/EDR> Ebola update (108): WHO, Sierra Leone new case, susp. vaccine, funding, research",http://promedmail.org/direct.php?id=20150916.3650548,9/16/15 22:27,No Tag,NA,NA,NA,NA,3792,2530,3338,2078,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3650548,"PRO/AH/EDR> Ebola update (108): WHO, Sierra Leone new case, susp. vaccine, funding, research",http://promedmail.org/direct.php?id=20150916.3650548,9/16/15 22:27,No Tag,NA,NA,NA,NA,10672,4808,3157,2,NA,ProMED Mail,WHO Ebola data and statistics [edited],NA
